Algorithm;Problem;CPU Time [ms];System Time [ms];User Time [ms];Clock Time [ms];Optimize counter;Optimize/sec (CPU) [1/s];Optimize/sec (Clock) [1/s];Exception;Best solution;Best solution (human readable);Depth;Fitness;Operations
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9360];15;1;15;12;5;333;416;none;[1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1];[1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1];0;2781.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9361];16;1;16;8;5;312;625;none;[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0];[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0];0;3697.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9362];1;1;1;8;5;5000;625;none;[1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0];[1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0];0;2550.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9363];1;1;1;10;5;5000;500;none;[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1];[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1];0;3013.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9364];1;1;1;8;5;5000;625;none;[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1];[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1];0;2751.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9365];1;1;1;10;5;5000;500;none;[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1];[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1];0;3113.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9366];15;1;16;10;5;333;500;none;[1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1];[1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1];0;2895.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9367];16;1;16;15;5;312;333;none;[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1];[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1];0;3179.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9368];15;1;15;10;5;333;500;none;[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0];[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0];0;2739.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9369];1;1;1;10;5;5000;500;none;[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0];[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0];0;4117.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9370];16;1;16;7;5;312;714;none;[1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1];[1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1];0;3591.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9371];1;1;1;5;5;5000;1000;none;[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1];[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1];0;3450.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9372];16;1;15;8;5;312;625;none;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0];0;3588.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9373];15;1;16;10;5;333;500;none;[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1];[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1];0;3176.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9374];1;1;1;10;5;5000;500;none;[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1];[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1];0;3020.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9375];16;1;16;10;5;312;500;none;[1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0];[1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0];0;2894.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9376];15;1;15;10;5;333;500;none;[1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0];[1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0];0;3509.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9377];16;1;16;20;5;312;250;none;[1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0];[1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0];0;3296.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9378];1;1;1;8;5;5000;625;none;[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0];[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0];0;3355.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9379];1;1;1;5;5;5000;1000;none;[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1];[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1];0;3185.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9380];1;1;1;7;5;5000;714;none;[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0];[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0];0;338.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9381];1;1;1;10;5;5000;500;none;[1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0];[1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0];0;3184.0;Empty knapsack created (random)
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9382];16;1;16;10;5;312;500;none;[0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1];[0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1];0;3574.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9383];15;1;15;10;5;333;500;none;[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0];[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0];0;3311.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9384];16;1;16;10;5;312;500;none;[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0];[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0];0;3582.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9385];1;1;1;7;5;5000;714;none;[1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1];[1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1];0;3751.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9386];1;1;1;20;5;5000;250;none;[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1];[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1];0;3440.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9387];1;1;1;8;5;5000;625;none;[1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0];[1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0];0;3349.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9388];1;1;1;10;5;5000;500;none;[1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0];[1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0];0;3205.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9389];1;1;1;8;5;5000;625;none;[0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1];[0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1];0;2941.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9390];1;1;1;8;5;5000;625;none;[1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1];[1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1];0;3226.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9391];15;1;16;8;5;333;625;none;[1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0];[1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0];0;3205.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9392];1;1;1;8;5;5000;625;none;[1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0];[1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0];0;2948.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9393];16;1;16;10;5;312;500;none;[0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1];[0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1];0;2773.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9394];15;1;15;10;5;333;500;none;[1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1];[1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1];0;3300.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9395];1;1;1;10;5;5000;500;none;[1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1];[1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1];0;3370.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9396];16;1;16;7;5;312;714;none;[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1];[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1];0;3505.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9397];1;1;1;7;5;5000;714;none;[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1];[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1];0;3281.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9398];16;1;15;10;5;312;500;none;[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1];[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1];0;3192.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9399];15;1;16;10;5;333;500;none;[1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1];[1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1];0;3137.0;Unknown operation
